14.5,1.9,0.41937354,-0.35273826,0.08930926,0.55522481,29.1,0.20840591
14.5,2.40012,0.39341465,-0.18171018,0.067524441,0.438580924,29.1,0.275929889
14.5,2.90021,0.20666341,-0.15210061,0.040855575,0.259833675,29.1,0.379404884
14.5,3.4003,-0.019683342,-0.25355768,0.006455969,0.254402458,29.1,0.382548961
14.5,3.9004,-0.076368175,-0.28001505,-0.022983801,0.291150788,29.1,0.36127572
14.5,4.40052,-0.030224279,-0.31529546,-0.045578077,0.320003274,29.1,0.344573305
14.5,4.90061,0.31591663,-0.072866425,-0.077637568,0.333377301,29.1,0.336831214
14.5,5.4007,0,0,0,0,29.1,0.52982
14.5,5.90079,0,0,0,0,29.1,0.52982
14.5,6.40091,0,0,0,0,29.1,0.52982
14.5,6.90101,0,0,0,0,29.1,0.52982
14.5,7.4011,0,0,0,0,29.1,0.52982
14.5,7.90119,0,0,0,0,29.1,0.52982
14.5,8.40131,0,0,0,0,29.1,0.52982
14.5,8.90137,0,0,0,0,29.1,0.52982
13.999589,1.9,0.66589189,0.064186975,0.21339412,0.702188741,29.1,0.12332996
13.999589,2.40012,0.64864993,0.1866654,0.12839568,0.687077982,29.1,0.132077427
13.999589,2.90021,0.48526025,0.33614326,0.088665932,0.596935046,29.1,0.184260271
13.999589,3.4003,0.088699438,0.31286776,0.024402607,0.326112424,29.1,0.341036779
13.999589,3.9004,-0.068512455,0.22596276,-0.047620103,0.240875071,29.1,0.39037983
13.999589,4.40052,0.015539219,0.20462224,-0.12002136,0.237732739,29.1,0.392198895
13.999589,4.90061,0.27478588,0.076944463,-0.15309656,0.323830645,29.1,0.342357678
13.999589,5.4007,-0.28329536,-0.091229804,0.045834992,0.301131175,29.1,0.355498174
13.999589,5.90079,-0.15900384,-0.31828743,0.043928452,0.358495214,29.1,0.322290706
13.999589,6.40091,-0.066821262,-0.45748475,0.056310672,0.46575559,29.1,0.260198747
13.999589,6.90101,0.006086575,-0.5559451,0.063057937,0.559542942,29.1,0.205906186
13.999589,7.4011,0.078693703,-0.60917848,0.063163884,0.617479389,29.1,0.172367357
13.999589,7.90119,0.25193211,-0.60187852,0.07804171,0.65712864,29.1,0.149414802
13.999589,8.40131,0.49445587,-0.53390002,0.11341808,0.736477766,29.1,0.103480386
13.999589,8.90137,0.70041543,-0.40212303,0.13319065,0.818550215,29.1,0.055969466
13.499177,1.9,0.89531666,0.21931538,0.32751012,0.978240275,29.1,-0.036473513
13.499177,2.40012,0.90718269,0.33045653,0.19607726,0.985204671,29.1,-0.040505132
13.499177,2.90021,0.73685569,0.42328471,0.1563842,0.864049924,29.1,0.029630139
13.499177,3.4003,0.14631015,0.48302364,0.05306546,0.507478512,29.1,0.236045764
13.499177,3.9004,-0.054748796,0.40724924,0.000153966,0.410912884,29.1,0.291946641
13.499177,4.40052,-0.005526248,0.28441563,-0.082757615,0.296262743,29.1,0.358316461
13.499177,4.90061,0.12928019,0.059022214,-0.14754085,0.204854318,29.1,0.411231884
13.499177,5.4007,-0.50634611,-0.023269935,0.044262808,0.508809463,29.1,0.23527529
13.499177,5.90079,-0.26322424,-0.13832398,0.034200419,0.299316208,29.1,0.35654884
13.499177,6.40091,-0.12584268,-0.18262208,0.023047203,0.222976182,29.1,0.400741318
13.499177,6.90101,-0.026016319,-0.2122563,0.019375473,0.214720737,29.1,0.405520313
13.499177,7.4011,0.065481149,-0.27100644,0.026145538,0.280028321,29.1,0.367714405
13.499177,7.90119,0.233606,-0.35209346,0.048490219,0.425315023,29.1,0.283609386
13.499177,8.40131,0.60221839,-0.44921321,0.089356206,0.75660031,29.1,0.091831647
13.499177,8.90137,1.0869726,-0.50535083,0.1798394,1.212118437,29.1,-0.171863242
12.998765,1.9,1.0720206,0.23340139,0.32762337,1.145007183,29.1,-0.133013208
