-18.23293,-32.935117,19.5,-0.14627871,0.59983231,0.018063005,0.61767509,29.1,-0.182985643
-18.23293,-32.050996,19.5,0.27289307,0.52232956,-6.11E-05,0.58932064,29.1,-0.141100449
-17.34875,-32.050996,19.5,0.33051716,0.27001522,-0.30161364,0.52260941,29.1,-0.04255462
-18.23293,-31.166875,19.5,0.68995773,0.59432484,0.18419603,0.92908119,29.1,-0.642994734
-17.34875,-31.166875,19.5,0.61450974,0.52788406,-0.02232825,0.81042107,29.1,-0.467710005
-16.464531,-31.166875,19.5,0.4620142,0.35600994,-0.30421961,0.65783714,29.1,-0.242313023
-17.34875,-30.282734,19.5,0.85675545,0.61001331,0.28972298,1.0909104,29.1,-0.882048843
-16.464531,-30.282734,19.5,0.69299591,0.59918934,0.031277902,0.91665123,29.1,-0.624633197
-16.464531,-29.398613,19.5,1.0003411,0.75808624,0.30310158,1.2912195,29.1,-1.177945445
-15.580312,-29.398613,19.5,0.82664062,0.73403389,0.10174809,1.1101771,29.1,-0.910509612
-14.696133,-29.398613,19.5,0.7004734,0.49568859,-0.049589415,0.85955177,29.1,-0.540285875
-15.580312,-28.514473,19.5,0.29053282,0.37565475,0.55107193,0.72746552,29.1,-0.345168066
-14.696133,-28.514473,19.5,0.51154976,0.58900814,0.30555054,0.83783943,29.1,-0.508212406
-13.811914,-28.514473,19.5,0.43194817,0.45459164,0.028129926,0.62771336,29.1,-0.197814175
-12.927695,-28.514473,19.5,-0.25454695,0.012878141,0.30170158,0.39494789,29.1,0.146026977
-11.159297,-28.514473,19.5,-0.40602245,0.6271917,0.30566549,0.80725159,29.1,-0.463028049
-16.464531,-27.630352,19.5,-0.084793739,-0.046639113,0.78247536,0.78843697,29.1,-0.435235092
-15.580312,-27.630352,19.5,-0.097508898,0.027336032,0.75795311,0.76468826,29.1,-0.400153498
-14.696133,-27.630352,19.5,0.052491589,0.40474037,0.65386223,0.7707827,29.1,-0.409156204
-13.811914,-27.630352,19.5,0.087081709,0.54509781,0.2619043,0.61098991,29.1,-0.173110295
-12.927695,-27.630352,19.5,-0.70520477,0.5040712,0.43255257,0.96876381,29.1,-0.7016139
-12.043516,-27.630352,19.5,-1.009921,0.83328575,0.56024731,1.4241428,29.1,-1.374299744
-11.159297,-27.630352,19.5,-0.87408401,0.87470016,0.42541798,1.3077094,29.1,-1.202304326
-16.464531,-26.74623,19.5,-0.092421446,-0.069766331,0.75783005,0.76662605,29.1,-0.403016001
-15.580312,-26.74623,19.5,-0.11154273,-0.077717452,0.80076355,0.81222168,29.1,-0.470369866
-14.696133,-26.74623,19.5,-0.18930197,0.16591099,0.56588783,0.619347,29.1,-0.185455388
-13.811914,-26.74623,19.5,-0.43925499,0.55107979,0.60840946,0.93101883,29.1,-0.645857016
-12.927695,-26.74623,19.5,-0.92301132,0.70190147,0.43173615,1.2373405,29.1,-1.098355387
-12.043516,-26.74623,19.5,-1.1041608,0.93511864,0.34043022,1.4864423,29.1,-1.466328566
-11.159297,-26.74623,19.5,-1.0901786,1.0141422,0.24447611,1.5088878,29.1,-1.499485058
-15.580312,-25.86209,19.5,-0.21672997,-0.21874096,0.57251221,0.65006905,29.1,-0.230838001
-14.696133,-25.86209,19.5,-0.36177628,0.20453587,0.56728683,0.70322922,29.1,-0.309366204
