-8.828,0.919,-6.999
-0.092,0.799,-3.24
-4.933,0.904,-2.627
-1.993,0.917,-8.427235
-3.011,0.867,-5.489
-0.713,0.824,-5.792
-8.418509,0.928,-9.199
